Zalando_Review
"Fijn materiaal mooie hoodie, jammer dat je capuchon zo los hangt waardoor die ook aan de zij of voorkant valt."
Super mooi en is mooi
Super leuk
Past perfect
"Mooi materiaal, enkel nekomranding steekt wat omhoog bij mij. Derest past wel goed"
"valt iets te groot uit ,maar aangenaam om te dragen"
Valt te klein en os te stijf.
"Fijne mooie trui, was wel meer groenig dan grijs."
Aan de nekkraag achteraan en schouders kruipt de stof naar boven .... Is nogal schuin gestikt . Terug op retour . Anders mooie trui en stof maar geen goede pasvorm
Iets te stijf.. Te veel polly
Nek en schouders zitten totaal niet prettig.
Te smal
"Trui zit totaal niemeer in model na de eerste was beurt! Kropt op! De kraag vanachter is juist alsof het van een kapstok is gehaald, ge krijgt dit er ook niet uit. Totale miskoop!!"
Kwaliteit niet super goed
"Leuke basic trui, pluist snel"
"Mooie sweater, puur katoen, stof voelt heel fijn maar helaas te kort voor mijn zoon"
Blijft niet mooi in model is enorm stof gevoelig
"Ik heb de beschikbare kleuren gekocht, het is een heel mooie trui"
Heel mooie pasvorm zelfs na het wassen en valt precies op maat
Perfect
Dunne stof maar een hele mooie pasvorm
Perfecte lente- trui
"Mooie trui, mooie stof. Netjes, maar toch casual. Heeft geen elastieken onderrand. Dus voor degenen met een buikje, deze trui tekent niet af."
"Goede kwaliteit, blij mee!"
Prima trui en zit heerlijk
"goede kwaliteit, mooie kleur en super prijs!"
leuke en mooi aangesloten trui
"Heerlijk truitje, mooie kleur. Iets donkerder dan op de foto"
Mooie fit
"Zit goed, sluit mooi aan Lekker warm en ademend, gaat (bijna) niet stinken Blijft goed na het wassen, wordt intensief gedragen tijdens werk en na vele malen wassen nog steeds mooi en in model"
"Heel goed passend stond bij neem maatje meer , goede inlichting !"
"Mooie trui, past goed, jeukt alleen ontzettend erg. Om die reden teruggestuurd. Erg jammer want hij ziet er leuk uit en ook erg betaalbaar."
"Ik ben over de 1 meter 90 en slank (maar geenszins mager), dus vaak is het een beetje gokken tussen M en L: hij moet namelijk lang genoeg zijn, maar ik wil niet dat hij enorm slobbert rond de buik. Dit maal gegokt op de M, omdat het op de foto wel redelijk leek te passen op het model. Helaas bleek ... Meer"
"Idd. een maatje groter nemen. Best een mooi truitje voor 3 tientjes. Helaas kan ik de jas die op de tweede foto staat nergens vinden, best jammer , past er mooi bij. Zou die graag ook uit proberen."
Erg netjes. Wel kriebel achtige stof op de blote armen. T-shirt met lange mouwen eronder voorkomt lichte jeuk.
"Mooie warme trui Blijft na verschillende keren wassen mooi in vorm. Geeft geen pluisjes onder oksels of aan de buik Op wolprogramma wassen en plat drogen Mijn man heeft een buikje ,de trui is mooi lang.Voor de magere mensen zal de trui slobberen denk ik,"
Maat L bestelt pas prima goede pasvorm lekker warm
Fijne trui
Dat een maatje groter dan je normale maat inderdaad wel noodzakelijk is. Dat gaven jullie inderdaad al terecht aan.
"Voor deze prijs zeker een aanrader. Echter vind ik persoonlijk de pasvorm niet helemaal ideaal. Ik ben 1.93 en nam een L. De lengte is goed, maar de mouwlengte is iets te lang voor mij. Verder is de pasvorm aan onderkant romp wat ruim voor mij."
"Mooie trui voor de prijs en past perfect. Ben breed in de schouders, maar verder slank gebouwd. Toch sluit de trui goed aan waardoor hij mooi afkleed."
Model viel veel te kort (ben zelf 1m83). Misschien een beter model voor mensen met een kort bovenlichaam. Tailleert strak
"bevalt erg goed, normaal maat M/L, afhankelijk van het model, bij deze een L nodig"
Leuke trui om te zien maar na 1 keer dragen helemaal uit model.
"Op zich is de pull wel ok, zeker voor de prijs, maar niet echt mijn ding. Iets te aansluitend."
Goede kwaliteit Past perfect
Prijs kwaliteit goed Past perfect
Nice classic sweater Too much fluff
"Nice, classic sweater. Would recommend. Fluff everywhere the first couples of days"
Kwaliteit niet super goed
Supermooie trui - maat stemt evenwel niet overeen - XXL komt eerder overeen met L/XL
mooie trui maat is prima.
Heel mooi trui.
Kwaliteit niet super goed
Kwaliteit niet super goed
Beschadigd een gat in de trui
De kleur was minder 'fris lime groen' dan ik had verwacht op basis van de website. Trui was ook dunner dan verwacht. TH maatvoering valt klein uit: mijn man draagt meestal XXL maar de bestelde 3XL was te klein. Zodoende retour.
Maat kleiner bestellen
Mooie trui met een goede pasvorm. Iets kleiner dan je verwacht van een L.
Super mooi
Mooie kleur zit prima
De trui is mooi en maat is precies goed. Alleen jammer dat je snel haaltjes in het materiaal krijgt. Heb hem pas 1 keer gedragen en ben benieuwd hoe het er uit ziet als je hem 10 keer gewassen hebt.
"Maat is prima, alleen de kleuren zijn anders dan op de foto. In werkelijkheid is de trui veel groener en daar had ik niet voor gekozen."
Perfect
Fijne trui. Gaat wel snel pluizen. Valt normaal.
Beschadigd een gat in de trui
De kleur was minder 'fris lime groen' dan ik had verwacht op basis van de website. Trui was ook dunner dan verwacht. TH maatvoering valt klein uit: mijn man draagt meestal XXL maar de bestelde 3XL was te klein. Zodoende retour.
Maat kleiner bestellen
Mooie trui met een goede pasvorm. Iets kleiner dan je verwacht van een L.
Super mooi
Mooie kleur zit prima
De trui is mooi en maat is precies goed. Alleen jammer dat je snel haaltjes in het materiaal krijgt. Heb hem pas 1 keer gedragen en ben benieuwd hoe het er uit ziet als je hem 10 keer gewassen hebt.
"Maat is prima, alleen de kleuren zijn anders dan op de foto. In werkelijkheid is de trui veel groener en daar had ik niet voor gekozen."
Perfect
Fijne trui. Gaat wel snel pluizen. Valt normaal.
Aangenaam om dragen Past perfect
Mooie pasvorm!!!
"Voelt lekker soepel, goede pasvorm. Kleur is precies volgens foto. Maat S besteld, maar lijkt meer maat M."
"Fits to size, true to colour pictured."
"Fits to size, true to colour pictured."
"Op zich een mooie trui maar hij valt lang en te groot, ondanks dat ik een maat kleiner besteld heb. Sluit niet mooi aan."
Super pasform En heel mooi!
Top product. Past perfect
"Zit erg goed, modieus, maar kreukt blijkbaar wat makkelijk"
"Zit erg goed, modieus, maar kreukt blijkbaar wat makkelijk"
Zalige pull!!!
"Fijne trui en stof. Bovenlijf mag iets strakkere snit, maar verder top"
Mooie trui zit erg lekker
"Mooie stof, prima pasvorm"
fijne trui blijft mooi na wassen
Kwaliteit niet super goed
"Voor deze prijs zeker een aanrader. Echter vind ik persoonlijk de pasvorm niet helemaal ideaal. Ik ben 1.93 en nam een L. De lengte is goed, maar de mouwlengte is iets te lang voor mij. Verder is de pasvorm aan onderkant romp wat ruim voor mij."
"Mooie trui voor de prijs en past perfect. Ben breed in de schouders, maar verder slank gebouwd. Toch sluit de trui goed aan waardoor hij mooi afkleed."
Model viel veel te kort (ben zelf 1m83). Misschien een beter model voor mensen met een kort bovenlichaam. Tailleert strak
"bevalt erg goed, normaal maat M/L, afhankelijk van het model, bij deze een L nodig"
Leuke trui om te zien maar na 1 keer dragen helemaal uit model.
"Op zich is de pull wel ok, zeker voor de prijs, maar niet echt mijn ding. Iets te aansluitend."
Goede kwaliteit Past perfect
Prijs kwaliteit goed Past perfect
Nice classic sweater Too much fluff
"Nice, classic sweater. Would recommend. Fluff everywhere the first couples of days"
Kwaliteit niet super goed
Ideale pasvorm. Draagt lekker! Top
"Leuke trui, krimpt wel een beetje. Stof is dun"
Mooi en goede kwaliteit en itten ook heel lekker
Het is geen warme trui.Maar daar heb ik m ook niet voor gekocht.Mouwen mochten wel iets langer zijn. Toch gehouden en zit lekker.
"Valt op maat, en chasin altijd goed!!"
"Mooie trui, wel een maatje groter nemen"
mooi
Past goed.
mooie kleur en good kwaliteit
"Super mooie trui, mooie kwaliteit."
Leuke mannenpull aan goede prijs/kwaliteit-verhouding
Goede pasvorm. Mooie kwaliteit
"Mooie vorm, goede kwaliteit"
Mooie pasvorm. Goede kwaliteit
"korte mouwen, patches op elleboog erg stug."
Do not buy. Good was damaged and stitches were crooked.
Ik heb de trui direct terug gestuurd de kleur valt heel licht uit. En de kwaliteit daar ben ik niet tevreden over.
"Fijne trui,wel nog niet gewassen"
"Falls small, get a size bigger"
"Goede trui voor de prijs, rekt wel een beetje na het dragen, maar na het wassen komt dat wellicht weer goed. Normale pasvorm maar mocht iets meer gecentreerd zijn."
"Mooie, warme trui. Sluit mooi aan. Zit comfortabel (volgens mijn man)."
Prima pasvorm en een nauwe sluiting van de col rondom de nek. Ik weet uit ervaring dat dit ook zo blijft tijdens het dragen en na de meerdere keren dragen.
Naar verwachting
"Lekkere trui, minder zwaar als gedacht . goede pasvorm, wij bestelden M . wel voorzichtig wassen maar dat wisten we."
Slechte pasvorm
"Heel mooi, maar super dun"
Te dunne stof
"Prima coltrui. Mooie kleur, lekkere stof. De stof is vrij dun, dus ook goed te dragen onder een jasje."
Fijne trui!
Erg dunne trui
Prijs/kwaliteit is prima. Verwacht niet dat je hier een Tommy of McGregor trui koopt maar daar is de prijs ook naar.
Na één keer wassen flubbert die aan alle kanten. Kreukelt bovendien enorm. Wat een wanproduct!
"Echt super, lekkere trui zit goed, fijn materiaal"
Fijne lange pasvorm
Perfect
"Goede stof, mooi getailleerd alleen zowel body als mouwen zijn iets te lang"
"Viel wat ruim, prima trui maar toch terug gestuurd"
"Mooi lang model, sluit mooi aan."
Mooie en warme trui
De medium maat is gemaakt voor mensen die gebouwd zijn als het model dus behalve als je net zo gespierd bent zal hij te groot vallen. Ook lijkt het alsof hij binnenstebuiten zit. Erg dun voor een trui
zeer slechte retour service! App geeft aan dat Zalando het pakket ontvangen heeft. Maar retour wordt niet terugbetaald zonder bewijs van kassaticketje. Schandalig!
Correcte maat. Dunne trui.
L valt te klein .te veel wisselingen met maten mouwen vallen te klein uit
"Te veel wisselingen van maten ,mouwen te klein te strak bij maat L"
Valt te klein.maten wisselen te veel
Maat valt klein.
Ik ga deze retour doen omdat hij er absoluut niet zo uit zien... De trui is heel erg zwart/wit gemêleerd! Dat is absoluut niet te zien op dit plaatje...
"Leuke trui, geen zware kwaliteit maar voldoet prima. Goede prijs."
Prijs kwaliteit 👍👌
Aangenaam om dragen Past perfect
Mooie pasvorm!!!
"Voelt lekker soepel, goede pasvorm. Kleur is precies volgens foto. Maat S besteld, maar lijkt meer maat M."
"Fits to size, true to colour pictured."
"Fits to size, true to colour pictured."
Mooie kleur en zit prima. Na een dag dragen valt hij wel wat wijder en losser.
Mouwen naar 1 keer opstropen het elastiek al opgerekt. De openingen zijn gelijk verpest. Na 1 dag gedragen te hebben voelt hij eigenlijk al een beetje te klein. Ik ben 1.93 en had een L besteld.
"Goeie kleur, een beetje korter dan andere truien"
"Valt strak. Kleur is mooi, evenals patroon. Maatje groter besteld, helemaal prima."
Is leuk.
Valt klein
Prima trui
Super mooie
heel mooie trui
"Mooie kleur, exact wat was verwacht."
"Mooie kleur en trui sluit mooi aan. De foto is een goede weergave van de fitting. De kleur neigt meer naar mosterdgeel, wat ik in ieder geval mooier vind."
"Zit goed, strak aan lichaam"
"Goede pasvorm, kwaliteit en prima prijs/kwaliteits verhouding"
Perfecte pasvorm. Trui is niet te dik. Kleur blijft mooi na enkele wasbeurten.
"Top, maar het is iets dunner dan een trui. Het is meer een dik shirt"
Top trui voor een mooie prijs.
"Frisse kleur, zit mooi"
"Zit zoals de maat het zegt. Fijne stof , heel aangenaam."
"Zit goed, lang genoeg voor mijn lengte van 195cm"
Mooie trui van fijn katoen. Valt vrij ruim.
"mooie leuke trui, prima kwaliteit , voelt goed aan, goede pasvorm"
De trui is na 1 keer dragen al gaan pluizen. Vooral op de mouwen.
Leuke trui voor aantrekkelijke prijs.
Zeer mooie trui. Ben zelf 180 cm en weeg 73 kg. Medium was iets te strak voor mij. Large was lengte te lang.
Mooi maar valt groot uit.
Past perfect
Afwerking (stiksels/naden) slecht. Trui zelf ook vrij lang bij maat m in vergelijk met andere truien.
Mooie trui past pefect
Niet echt getailleerd
Blouse kwam op tijd aan en het past me goed. M.a.w goeie maat
Ideale pasvorm. Draagt lekker! Top
"Leuke trui, krimpt wel een beetje. Stof is dun"
Mooi en goede kwaliteit en itten ook heel lekker
Het is geen warme trui.Maar daar heb ik m ook niet voor gekocht.Mouwen mochten wel iets langer zijn. Toch gehouden en zit lekker.
"Valt op maat, en chasin altijd goed!!"
"Mooie trui, wel een maatje groter nemen"
mooi
"Leuke trui, helaas na 1x dragen overal pluis, zonde van het geld."
"Mijn man heeft de trui 1 keer gedragen en er zitten aan de voorkant allemaal pluizen en een naad aan de mouw is open, wat hier aan te doen??"
"Mooie trui, lange mouwen. Wel een zachte stof"
"Valt goed op maat, wel retour, voor mij niet sportief genoeg."
"Saai, terug gestuurd"
Zal wel mooi fitten voor mensen die groter zijn dan mij. Voor een korter man. Is dit niet het zelfste als op de foto.
"Mooie trui, goede pasvorm, ik ben aan de lange kant (1.97, smal postuur), heb maat L besteld en die zit perfect! Zoals de meeste producten van dit merk zitten ze prima voor wat langere&#x2F;smallere posturen."
Te dun om het een trui te noemen.
"Leuke trui, t- shirt met lange mouwen. Echt wat voor de met wat warmere dagen"
"Mooie kleur maat helaas erg grootte hals uitsnijding dus deze is terug gezonden, jammer."
"Na 1 keer dragen al een losse naad onder de oksel. Niet een echte aanrader dus.. Echter is het wel een heerlijke trui,maar dan moet de kwaliteit wel wat beter..."
"Leuke trui, maar beetje dunne stof en aan de korte kant (maat M). Kleur klopt niet, in het echt veel donkerder."
Top
"Zit wel wat strak, zou een maatje groter bestellen"
Goed en confortabel
Goed
Kwalitatief en mooie pasvorm
Gemaakt in Bangladesh. J&J heeft een matige beoordeling betreft de herkomst van producten en werkt mogelijk met 'forced labour'.
"Heel mooie kleur, maat zat ook goed"
"Iets dunnere trui, goede fit"
"mijn man is blij mee ,maat is perfect"
"Mooie trui, netjes afgewerkt"
sluit goed aan
Slechte kwaliteit
"Fijne basis trui, goede kleur vastheid en pasvorm"
Top
Nette trui. Is minder warm dan andere pulls/rolkraagpulls v tommy maar voor de rest prima!
Hele fijne trui
Mooie kwaliteit
Hij is supermooi
Fijne trui. Pasvorm en maat zijn goed.
Matige kwaliteit. Houdt geen warmte vast. Voelt aan als een goedkope trui.
Helemaal niet zoals op de foto.
"Mooie trui, houdt goed in de was"
Fijne trui.
"Nice colour. But, very thin material. There is already a small hole where the label sits. I repaired it, but I shouldn't have to."
"De foto’s van de donkerblauwe trui komen totaal niet overeen met de trui die verstuurd is. De trui die verstuurd is, is wel donkerblauw, maar is qua model hetzelfde als op de foto’s van de andere kleuren. De foto’s van de donkerblauwe trui zijn dus niet correct. Het is verder wel een mooie trui."
Fijne trui Wat dunner van stof
Geweldige prijs/ kwaliteit. Goede pasvorm.
"Mooi, past goed"
"Pasvorm en kleur prima. Stof voelt goed, ook na meermaals dragen/wassen."
"Prima kwaliteit, redelijke prijs"
Heel blij met de aankoop. Zit perfect!!!! Een aanrader
"Mooi model, nauw aansluitend. Eenvoudige kwaliteit maar zeer ok."
Super mooi
Goeie prijs kwaliteit!
Zeer goef
Heel blij met de aankoop. Zit perfect!!!! Een aanrader
Fijne trui. Zowel boven een spijkerbroek en ook leuk met een colbert.
Mooie trui voor weinig geld
Het is een mooie trui en daarom heb ik later een zwarte bijbesteld alleen vond ik jammer ik had hem b.v. vandaag besteld en de dag daarop was hij goedkoper maar toen wilde ik het annuleren en op nieuw bestellen was maat XL duurder dan de andere maten ik was zeer teleurgesteld en heb gebeld en de medewerkster heeft me goed geholpen….mijn dank hiervoor..
Heerlijke dunne trui. Hier wordt hij onder een dikkere trui gedragen voor extra warmte
Lijkt een mooie trui maar voelt goedkoop aan. Net te veel polyester in de mix. Zonde.
na 1 keer wassen op 30 graden niks meer van over.
💯💯💯
Mooi van kleur en goede kwaliteit! Snelle bezorging.
"Mijn man zag het niet zo graag, vond het precies een pyjama"
Prima
Fijn nette trui en goede kwaliteit
Goed
Trui met een mooie sterke stof! Daarnaast heeft de trui (maat L) de juiste pasvorm voor mij (186/80kg). De V hals is net wat hoger waardoor deze mooi staat met een blouse eronder.
"Super blij mee , past perfect"
als iemand normaal postuur en 1.68 is dan maat S staat goed.
"Past perfect, en ook een leuke stof"
"Prima materiaal, valt wel iets klein"
Fijne stof.kleur goed
"Mooi truitje, lekker stofje maar valt echt heel klein."
Valt klein.
Valt klein.
Valt klein
Valt klein
Het was goed
als iemand normaal postuur en 1.68 is dan maat S staat goed.
"Past perfect, en ook een leuke stof"
"Prima materiaal, valt wel iets klein"
Fijne stof.kleur goed
"Mooi truitje, lekker stofje maar valt echt heel klein."
Valt klein.
Valt klein.
Valt klein
Valt klein
Het was goed
"PAST GEWELDIG, ECHT EEN AANRADER"
"Past prima XL besteld. Kleur zoals ik op de foto zag, heel leuk"
Maat en materiaal waren super heel tevreden
Echt fijn trui
Goede prijs kwaliteitsverhouding
"heel tevreden, pluist niet ! Al vaak gewassen en blijft mooi"
Niet echt super
"Mooi, prima model. Goede kleur. Wel prijzig, dus hopelijk blijft hij mooi."
Valt erg klein.
Deze vallen zo klein.
"Mooie trui van prima kwaliteit voor een zachte prijs. Ik wil aanraden om een maat groter te bestellen, anders zit het wel erg strak."
Mooie frisse kleur blauw. Hals niet te diep. Zit goed
"Mooie kwaliteit trui, maat groter genomen. Eigen maat net aan bij de mouwen en wat krap onder oksels."
Maat M was te klein. Ik probeer volgende keer een L te bestellen!
Prachtig
"Lekker coltrui om te dragen, niet te dik van stof"
OK
Goede kwaliteit en pasvorm
Ik draag dit over mijn hemd. Past goed en ziet er netjes uit. Ik ben 1m70 en heb maat S.
Netjes!
"Mooie trui van prima kwaliteit voor een zachte prijs. Ik wil aanraden om een maat groter te bestellen, anders zit het wel erg strak."
Mooie frisse kleur blauw. Hals niet te diep. Zit goed
"Mooie kwaliteit trui, maat groter genomen. Eigen maat net aan bij de mouwen en wat krap onder oksels."
Maat M was te klein. Ik probeer volgende keer een L te bestellen!
Prachtig
"Lekker coltrui om te dragen, niet te dik van stof"
OK
Goede kwaliteit en pasvorm
Ik draag dit over mijn hemd. Past goed en ziet er netjes uit. Ik ben 1m70 en heb maat S.
Netjes!
"Op zich een mooie trui maar hij valt lang en te groot, ondanks dat ik een maat kleiner besteld heb. Sluit niet mooi aan."
Super pasform En heel mooi!
Top product. Past perfect
"Zit erg goed, modieus, maar kreukt blijkbaar wat makkelijk"
"Zit erg goed, modieus, maar kreukt blijkbaar wat makkelijk"
Zalige pull!!!
"Fijne trui en stof. Bovenlijf mag iets strakkere snit, maar verder top"
Mooie trui zit erg lekker
"Mooie stof, prima pasvorm"
fijne trui blijft mooi na wassen
Aangenaam om dragen Past perfect
Mooie pasvorm!!!
"Voelt lekker soepel, goede pasvorm. Kleur is precies volgens foto. Maat S besteld, maar lijkt meer maat M."
"Fits to size, true to colour pictured."
"Fits to size, true to colour pictured."
"Prima trui, model kan geen 1.90m zijn en een M dragen. Ben zelf 1.83 en heb een L nodig met het zelfde postuur als het model"
"mooie trui, alleen jammer dat ze er polyester hebben is verwerkt. Zit niet lekker (kriebelt/jeukt)"
"Ik heb een maat groter besteld, dan valt hij normaal maar niet ruim. Mooie kleur. Maar geen trui voor dagelijks wasbeurt en dragen. Erg kwetsbaar door wolmelange . Wel warm."
Mooi maar zal wel gauw gaan pillen
mooie trui. maar niet onze kleur. verder niks op aan te merken
Het is een hele leuke trui maar hij kriebelt helaas bij mij.
"Mooie trui, maar eigen maat nemen en pilt wel heeeeeel snel helaas"
"Lekkere, warme trui! Kleur komt goed overeen en de pasvorm is super!"
Maat is goed. Mooie kwaliteit
"Het materiaal jeukt nogal wanneer je hier gevoelig voor bent. Verder is het een heel mooie trui, maat valt goed en kleur is erg netjes op een spijkerbroek."
Heerlijk zachte trui. Maat komt bij mij overeen met mn standaard maat. Heb direct naast de lichtbruine ook maar de grijze en blauwe besteld.
"de maat S past perfect voor mij, normaal is S net wat aan de kleine kant voor mij, valt dus iet wat groter"
"Nette afwerking. Houdt zich goed. Goede pasvorm. Maat M voor man met normale pasvorm en lengte 1,85 ok."
ik ben zelf 189 en 100 kg en heb een xl moeten bestellen.
Zeer dunne kwaliteit
"Prachtige zachte trui. Niet zo dik, wel warm. Valt goed op maat. Ik heb maat XL besteld en die is lang genoeg voor 1.93m"
"Mooie trui , goede kwaliteit . Valt op maat."
"Fijne trui, valt goed op maat en niet te strak"
Mooie fit & afwerking bij de schouders. Net even iets anders maar wel subtiel.
Fijne stof!
Lijkt een mooie trui maar voelt goedkoop aan. Net te veel polyester in de mix. Zonde.
na 1 keer wassen op 30 graden niks meer van over.
💯💯💯
Mooi van kleur en goede kwaliteit! Snelle bezorging.
"Mijn man zag het niet zo graag, vond het precies een pyjama"
Prima
Fijn nette trui en goede kwaliteit
Goed
Trui met een mooie sterke stof! Daarnaast heeft de trui (maat L) de juiste pasvorm voor mij (186/80kg). De V hals is net wat hoger waardoor deze mooi staat met een blouse eronder.
"Super blij mee , past perfect"
Perfect
Heel slecht kwaliteit ik ben dit niet gewend van deze merk. Ik heb het cadeau voor mijn man gekocht voor zijn verjaardag maar wij zijn erg teleurstellend. Hij schijnt enorm door je kan beter niet aan doen ik heb foto’s als bewijs gemaakt. Ik wil het terug sturen
Prima pasvorm. Prima kwaliteit.
"Mooie trui, wel dunne stof dus voor de zomer."
Ziet er mooi uit en comfortabel. Na 1 maal dragen is mouw al los. Dus kwaliteit niet ok!
"Mooi, goed, maar ik heb het pas dus op sleet kan ik niet antwoorden"
"Prima trui, voelt prettig, draagt fijn. Pasvorm Ok, ben 1.96 mtr en trui zit prima in xxl"
"Dun stof, maat te klein, bestel een grotere maat .."
Dunne kwaliteit. Niet mooi.
Mooi !
"Goede afwerking, comfortabel en mooi."
Heerlijk warme trui. Maat is goed
Voor de prijs een topaankoop. Lekkere warme trui die je zeker in de winter kan gebruiken. Echter is de kleur iets lichter blauw dan op de foto en merk ik dat er bij elk Pier One kledingstuk altijd wel 2-3 witte puntjes in de stof zitten. Vandaar 4 i.p.v. 5 sterren
Past goed nu nog even kijken na het wassen fingers crossed..
Heerlijke trui om te dragen. Kleur is niet licht grijs maar licht beige. Ik ben 176cm en 88kg en maat L is perfect.
Kleu valt tegen
"Heerlijk warme trui, fijne pasvorm"
Gemakkelijker dan een hemd
Deze artikel is heel goed voor mee Supper
Mooie soepele trui. Aangenaam stof. Prijs/kwaliteit goed.
Leuke mannenpull aan goede prijs/kwaliteit-verhouding
Goede pasvorm. Mooie kwaliteit
"Mooie vorm, goede kwaliteit"
Mooie pasvorm. Goede kwaliteit
"korte mouwen, patches op elleboog erg stug."
Do not buy. Good was damaged and stitches were crooked.
Ik heb de trui direct terug gestuurd de kleur valt heel licht uit. En de kwaliteit daar ben ik niet tevreden over.
"Fijne trui,wel nog niet gewassen"
"Falls small, get a size bigger"
"Goede trui voor de prijs, rekt wel een beetje na het dragen, maar na het wassen komt dat wellicht weer goed. Normale pasvorm maar mocht iets meer gecentreerd zijn."
Kwaliteit niet super goed
Is te groot mijn man draagt normaal xl maar van dit merk wat het erg groot!
"zoon vond de kleur, stof en snit leuk."
"zoon vond de kleur, stof en snit leuk."
Heerlijke trui en zit perfect.
Top
Perfect De maat was goed Lkr warm Heerlijke trui voor weinig
Super mooie trui zit geweldig
MOOIE TRUI BEN ER HEEL TEVREDEOVER
"Trui voldoet boven verwachting, nu nog afwachten of de kwaliteit goed blijft in de was"
Valt klein dus maatje groter nemen. Verder erg mooi en lekker warm
"Heel tevreden, is perfect van maat."
Mooie trui voor een goede prijs . Zit mooi aansluitend op je lichaam.
Mooie warme trui met een leuke cabel patron
"Mooie trui, goede pasvorm, ik ben aan de lange kant (1.97, smal postuur), heb maat L besteld en die zit perfect! Zoals de meeste producten van dit merk zitten ze prima voor wat langere&#x2F;smallere posturen."
Te dun om het een trui te noemen.
"Leuke trui, t- shirt met lange mouwen. Echt wat voor de met wat warmere dagen"
"Mooie kleur maat helaas erg grootte hals uitsnijding dus deze is terug gezonden, jammer."
"Na 1 keer dragen al een losse naad onder de oksel. Niet een echte aanrader dus.. Echter is het wel een heerlijke trui,maar dan moet de kwaliteit wel wat beter..."
"Leuke trui, maar beetje dunne stof en aan de korte kant (maat M). Kleur klopt niet, in het echt veel donkerder."
Top
"Zit wel wat strak, zou een maatje groter bestellen"
Goed en confortabel
Goed
"Fijne trui, mooi model"
Is wat ik had verwacht. Super blij mee.
perfecte smallere fit. één van mijn favorieten
Heerlijk zachte trui. Maat komt bij mij overeen met mn standaard maat. Heb direct naast de lichtbruine ook maar de grijze en blauwe besteld.
"de maat S past perfect voor mij, normaal is S net wat aan de kleine kant voor mij, valt dus iet wat groter"
"Nette afwerking. Houdt zich goed. Goede pasvorm. Maat M voor man met normale pasvorm en lengte 1,85 ok."
ik ben zelf 189 en 100 kg en heb een xl moeten bestellen.
Zeer dunne kwaliteit
"Prachtige zachte trui. Niet zo dik, wel warm. Valt goed op maat. Ik heb maat XL besteld en die is lang genoeg voor 1.93m"
"Mooie trui , goede kwaliteit . Valt op maat."
"Fijne trui, valt goed op maat en niet te strak"
Mooie fit & afwerking bij de schouders. Net even iets anders maar wel subtiel.
Fijne stof!
"Mijn nieuwe favoriete trui, hij zit ""baggy"" en ik ben een XL. Was hem zo koud mogelijk, anders word die kort. Als je een keer 30 graden wast word die korter dus voorkeur 20, maar je kan wel weer lang uitkloppen als die nat is"
